"الرياض- عدد الأشخاص المصابين حسب الجنس","","","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"رمضان","129.0","8.0","137.0","91.0","46.0","137.0","25.0","64.0","32.0","12.0","4.0","137.0","45.0","92.0","137.0"
"شوال","149.0","6.0","155.0","136.0","19.0","155.0","24.0","33.0","39.0","36.0","23.0","155.0","96.0","59.0","155.0"
"ذى القعدة","58.0","7.0","65.0","49.0","16.0","65.0","8.0","18.0","17.0","15.0","7.0","65.0","49.0","16.0","65.0"
"ذى الحجة","98.0","9.0","107.0","86.0","21.0","107.0","8.0","29.0","35.0","22.0","13.0","107.0","58.0","49.0","107.0"
"المجموع","1322.0","124.0","1446.0","1053.0","393.0","1446.0","253.0","456.0","455.0","185.0","97.0","1446.0","709.0","737.0","1446.0"
"الباحه- عدد الأشخاص المصابين حسب الجنس","","","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","62.0","17.0","79.0","48.0","31.0","79.0","21.0","33.0","16.0","4.0","5.0","79.0","69.0","10.0","79.0"
"صفر","95.0","5.0","100.0","51.0","49.0","100.0","16.0","52.0","20.0","6.0","6.0","100.0","80.0","20.0","100.0"
"ربيع أول","98.0","10.0","108.0","52.0","56.0","108.0","10.0","46.0","34.0","9.0","9.0","108.0","83.0","25.0","108.0"
"ربيع ثانى","74.0","3.0","77.0","30.0","47.0","77.0","19.0","33.0","12.0","6.0","7.0","77.0","55.0","22.0","77.0"
"جمادى أول","79.0","23.0","102.0","27.0","75.0","102.0","25.0","44.0","19.0","9.0","5.0","102.0","84.0","18.0","102.0"
"جمادى ثانى","64.0","25.0","89.0","52.0","37.0","89.0","13.0","27.0","30.0","10.0","9.0","89.0","62.0","27.0","89.0"
"رجب","49.0","5.0","54.0","20.0","34.0","54.0","6.0","27.0","13.0","6.0","2.0","54.0","46.0","8.0","54.0"
"شعبان","84.0","9.0","93.0","52.0","41.0","93.0","10.0","43.0","26.0","8.0","6.0","93.0","77.0","16.0","93.0"
"رمضان","59.0","12.0","71.0","21.0","50.0","71.0","5.0","29.0","21.0","13.0","3.0","71.0","57.0","14.0","71.0"
"شوال","69.0","5.0","74.0","38.0","36.0","74.0","15.0","32.0","19.0","4.0","4.0","74.0","57.0","17.0","74.0"
"ذى القعدة","63.0","4.0","67.0","29.0","38.0","67.0","9.0","36.0","12.0","4.0","6.0","67.0","56.0","11.0","67.0"
"ذى الحجة","81.0","12.0","93.0","41.0","52.0","93.0","7.0","57.0","17.0","5.0","7.0","93.0","73.0","20.0","93.0"
"المجموع","877.0","130.0","1007.0","461.0","546.0","1007.0","156.0","459.0","239.0","84.0","69.0","1007.0","799.0","208.0","1007.0"
"عسير- عــد د الأشخاص المصابين حسب الجنس","","","","عـدد الأشخاص المصابين حسب المكان","","","عـــد د الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"مــحــر م","150.0","21.0","171.0","6.0","165.0","171.0","47.0","80.0","28.0","8.0","8.0","171.0","143.0","28.0","171.0"
"صــــفـر","136.0","44.0","180.0","14.0","166.0","180.0","43.0","75.0","32.0","17.0","13.0","180.0","126.0","54.0","180.0"
"ربيع أول","153.0","24.0","177.0","15.0","162.0","177.0","23.0","81.0","34.0","21.0","18.0","177.0","133.0","44.0","177.0"
"ربيع ثانى","154.0","30.0","184.0","19.0","165.0","184.0","36.0","78.0","37.0","16.0","17.0","184.0","143.0","41.0","184.0"
"جمادى أول","158.0","28.0","186.0","26.0","160.0","186.0","30.0","78.0","41.0","27.0","10.0","186.0","136.0","50.0","186.0"
"جمادى ثانى","178.0","24.0","202.0","19.0","183.0","202.0","38.0","96.0","39.0","15.0","14.0","202.0","158.0","44.0","202.0"
"ر جـــب","186.0","38.0","224.0","15.0","209.0","224.0","53.0","92.0","37.0","20.0","22.0","224.0","184.0","40.0","224.0"
"شعبان","181.0","33.0","214.0","12.0","202.0","214.0","42.0","80.0","46.0","22.0","24.0","214.0","166.0","48.0","214.0"
"رمضان","193.0","52.0","245.0","25.0","220.0","245.0","59.0","66.0","68.0","32.0","20.0","245.0","202.0","43.0","245.0"
"شوال","188.0","30.0","218.0","17.0","201.0","218.0","44.0","90.0","45.0","24.0","15.0","218.0","179.0","39.0","218.0"
"ذى القعدة","148.0","20.0","168.0","20.0","148.0","168.0","32.0","77.0","25.0","15.0","19.0","168.0","134.0","34.0","168.0"
"ذى الحجة","169.0","30.0","199.0","14.0","185.0","199.0","41.0","89.0","39.0","20.0","10.0","199.0","140.0","59.0","199.0"
"المجموع","1994.0","374.0","2368.0","202.0","2166.0","2368.0","488.0","982.0","471.0","237.0","190.0","2368.0","1844.0","524.0","2368.0"
"جازان- عـدد الأشخاص المصابين حسب الجنس","","","","عـدد الأشخاص المصابين حسب المكان","","","عــد د الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","138.0","23.0","161.0","51.0","110.0","161.0","19.0","41.0","58.0","28.0","15.0","161.0","103.0","58.0","161.0"
"صفر","181.0","29.0","210.0","52.0","158.0","210.0","33.0","72.0","48.0","36.0","21.0","210.0","146.0","64.0","210.0"
"ربيع أول","183.0","32.0","215.0","47.0","168.0","215.0","21.0","51.0","69.0","42.0","32.0","215.0","166.0","49.0","215.0"
"ربيع ثانى","179.0","41.0","220.0","89.0","131.0","220.0","22.0","61.0","86.0","41.0","10.0","220.0","166.0","54.0","220.0"
"جمادى أول","166.0","56.0","222.0","86.0","136.0","222.0","22.0","61.0","86.0","41.0","12.0","222.0","164.0","58.0","222.0"
"جمادى ثانى","145.0","27.0","172.0","72.0","100.0","172.0","17.0","59.0","60.0","28.0","8.0","172.0","117.0","55.0","172.0"
"رجب","89.0","13.0","102.0","31.0","71.0","102.0","9.0","46.0","22.0","18.0","7.0","102.0","78.0","24.0","102.0"
"شعبان","112.0","23.0","135.0","51.0","84.0","135.0","14.0","35.0","23.0","51.0","12.0","135.0","112.0","23.0","135.0"
"رمضان","191.0","24.0","215.0","67.0","148.0","215.0","39.0","61.0","33.0","51.0","31.0","215.0","184.0","31.0","215.0"
"شوال","156.0","22.0","178.0","72.0","106.0","178.0","36.0","69.0","28.0","21.0","24.0","178.0","157.0","21.0","178.0"
"ذى القعدة","167.0","20.0","187.0","63.0","124.0","187.0","27.0","64.0","47.0","31.0","18.0","187.0","129.0","58.0","187.0"
"ذى الحجة","167.0","23.0","190.0","86.0","104.0","190.0","21.0","85.0","46.0","21.0","17.0","190.0","154.0","36.0","190.0"
"المجموع","1874.0","333.0","2207.0","767.0","1440.0","2207.0","280.0","705.0","606.0","409.0","207.0","2207.0","1676.0","531.0","2207.0"
"جده- عدد الأشخاص المصابين حسب الجنس","","","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","225.0","23.0","248.0","150.0","98.0","248.0","21.0","94.0","63.0","41.0","29.0","248.0","152.0","96.0","248.0"
"صفر","221.0","31.0","252.0","169.0","83.0","252.0","18.0","62.0","71.0","58.0","43.0","252.0","131.0","121.0","252.0"
"ربيع أول","237.0","29.0","266.0","167.0","99.0","266.0","21.0","77.0","69.0","61.0","38.0","266.0","137.0","129.0","266.0"
"ربيع ثانى","284.0","28.0","312.0","221.0","91.0","312.0","19.0","96.0","77.0","66.0","54.0","312.0","154.0","158.0","312.0"
"جمادى أول","284.0","29.0","313.0","181.0","132.0","313.0","19.0","97.0","77.0","66.0","54.0","313.0","167.0","146.0","313.0"
"جمادى ثانى","226.0","22.0","248.0","155.0","93.0","248.0","21.0","78.0","64.0","41.0","44.0","248.0","137.0","111.0","248.0"
"رجب","281.0","25.0","306.0","219.0","87.0","306.0","29.0","82.0","75.0","59.0","61.0","306.0","159.0","147.0","306.0"
"شعبان","237.0","17.0","254.0","182.0","72.0","254.0","23.0","71.0","63.0","45.0","52.0","254.0","128.0","126.0","254.0"
"رمضان","208.0","16.0","224.0","169.0","55.0","224.0","27.0","59.0","58.0","41.0","39.0","224.0","114.0","110.0","224.0"
"شوال","188.0","16.0","204.0","150.0","54.0","204.0","22.0","50.0","52.0","41.0","39.0","204.0","94.0","110.0","204.0"
"ذى القعدة","164.0","19.0","183.0","159.0","24.0","183.0","12.0","51.0","54.0","37.0","29.0","183.0","95.0","88.0","183.0"
"ذى الحجة","162.0","14.0","176.0","138.0","38.0","176.0","12.0","50.0","57.0","31.0","26.0","176.0","99.0","77.0","176.0"
"المجموع","2717.0","269.0","2986.0","2060.0","926.0","2986.0","244.0","867.0","780.0","587.0","508.0","2986.0","1567.0","1419.0","2986.0"
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"الطائف- عدد الأشخاص المصابين حسب الجنس","","","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","223.0","103.0","326.0","196.0","130.0","326.0","25.0","104.0","121.0","49.0","27.0","326.0","268.0","58.0","326.0"
"صفر","199.0","73.0","272.0","123.0","149.0","272.0","11.0","65.0","33.0","119.0","44.0","272.0","236.0","36.0","272.0"
"ربيع أول","209.0","253.0","462.0","181.0","281.0","462.0","65.0","81.0","133.0","121.0","62.0","462.0","299.0","163.0","462.0"
"ربيع ثانى","334.0","86.0","420.0","186.0","234.0","420.0","53.0","141.0","114.0","65.0","47.0","420.0","250.0","170.0","420.0"
"جمادى أول","274.0","141.0","415.0","166.0","249.0","415.0","36.0","118.0","151.0","67.0","43.0","415.0","249.0","166.0","415.0"
"جمادى ثانى","333.0","53.0","386.0","186.0","200.0","386.0","66.0","141.0","94.0","63.0","22.0","386.0","264.0","122.0","386.0"
"رجب","316.0","108.0","424.0","75.0","349.0","424.0","33.0","184.0","151.0","43.0","13.0","424.0","375.0","49.0","424.0"
"شعبان","289.0","62.0","351.0","153.0","198.0","351.0","65.0","134.0","87.0","46.0","19.0","351.0","250.0","101.0","351.0"
"رمضان","299.0","34.0","333.0","143.0","190.0","333.0","41.0","103.0","88.0","65.0","36.0","333.0","238.0","95.0","333.0"
"شوال","253.0","80.0","333.0","119.0","214.0","333.0","59.0","110.0","102.0","56.0","6.0","333.0","236.0","97.0","333.0"
"ذى القعدة","235.0","29.0","264.0","210.0","54.0","264.0","26.0","43.0","86.0","88.0","21.0","264.0","196.0","68.0","264.0"
"ذى الحجة","337.0","56.0","393.0","165.0","228.0","393.0","32.0","105.0","136.0","76.0","44.0","393.0","296.0","97.0","393.0"
"المجموع","3301.0","1078.0","4379.0","1903.0","2476.0","4379.0","512.0","1329.0","1296.0","858.0","384.0","4379.0","3157.0","1222.0","4379.0"
"العاصمه- عدد الأشخاص المصابين حسب الجنس","","","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","173.0","18.0","191.0","77.0","114.0","191.0","24.0","46.0","53.0","36.0","32.0","191.0","133.0","58.0","191.0"
"صفر","213.0","11.0","224.0","133.0","91.0","224.0","40.0","72.0","56.0","29.0","27.0","224.0","152.0","72.0","224.0"
"ربيع أول","265.0","62.0","327.0","181.0","146.0","327.0","34.0","94.0","81.0","69.0","49.0","327.0","162.0","165.0","327.0"
"ربيع ثانى","181.0","54.0","235.0","119.0","116.0","235.0","27.0","57.0","77.0","48.0","26.0","235.0","134.0","101.0","235.0"
"جمادى أول","215.0","80.0","295.0","131.0","164.0","295.0","51.0","91.0","67.0","53.0","33.0","295.0","209.0","86.0","295.0"
"جمادى ثانى","328.0","38.0","366.0","160.0","206.0","366.0","54.0","106.0","86.0","78.0","42.0","366.0","203.0","163.0","366.0"
"رجب","193.0","29.0","222.0","92.0","130.0","222.0","21.0","73.0","59.0","34.0","35.0","222.0","120.0","102.0","222.0"
"شعبان","210.0","31.0","241.0","108.0","133.0","241.0","30.0","51.0","72.0","51.0","37.0","241.0","136.0","105.0","241.0"
"رمضان","236.0","70.0","306.0","169.0","137.0","306.0","36.0","74.0","71.0","69.0","56.0","306.0","193.0","113.0","306.0"
"شوال","202.0","58.0","260.0","112.0","148.0","260.0","16.0","63.0","52.0","73.0","56.0","260.0","166.0","94.0","260.0"
"ذى القعدة","199.0","37.0","236.0","93.0","143.0","236.0","23.0","68.0","54.0","37.0","54.0","236.0","144.0","92.0","236.0"
"ذى الحجة","303.0","52.0","355.0","194.0","161.0","355.0","35.0","74.0","93.0","73.0","80.0","355.0","187.0","168.0","355.0"
"المجموع","2718.0","540.0","3258.0","1569.0","1689.0","3258.0","391.0","869.0","821.0","650.0","527.0","3258.0","1939.0","1319.0","3258.0"
"القريات- عدد الأشخاص المصابين حسب الجنس","","","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","21.0","4.0","25.0","15.0","10.0","25.0","9.0","7.0","5.0","4.0","0.0","25.0","19.0","6.0","25.0"
"صفر","12.0","8.0","20.0","6.0","14.0","20.0","11.0","4.0","3.0","1.0","1.0","20.0","18.0","2.0","20.0"
"ربيع أول","36.0","6.0","42.0","20.0","22.0","42.0","12.0","18.0","7.0","3.0","2.0","42.0","40.0","2.0","42.0"
"ربيع ثانى","24.0","7.0","31.0","16.0","15.0","31.0","7.0","14.0","6.0","3.0","1.0","31.0","26.0","5.0","31.0"
"جمادى أول","28.0","1.0","29.0","10.0","19.0","29.0","6.0","17.0","4.0","0.0","2.0","29.0","22.0","7.0","29.0"
"جمادى ثانى","27.0","12.0","39.0","21.0","18.0","39.0","15.0","14.0","5.0","4.0","1.0","39.0","39.0","0.0","39.0"
"رجب","21.0","1.0","22.0","7.0","15.0","22.0","5.0","7.0","5.0","4.0","1.0","22.0","17.0","5.0","22.0"
"شعبان","23.0","1.0","24.0","15.0","9.0","24.0","9.0","12.0","2.0","1.0","0.0","24.0","20.0","4.0","24.0"
"رمضان","25.0","7.0","32.0","11.0","21.0","32.0","6.0","12.0","10.0","2.0","2.0","32.0","24.0","8.0","32.0"
"شوال","36.0","7.0","43.0","10.0","33.0","43.0","9.0","17.0","7.0","5.0","5.0","43.0","27.0","16.0","43.0"
"ذى القعدة","27.0","8.0","35.0","15.0","20.0","35.0","11.0","11.0","6.0","5.0","2.0","35.0","24.0","11.0","35.0"
"ذى الحجة","34.0","6.0","40.0","22.0","18.0","40.0","6.0","25.0","5.0","3.0","1.0","40.0","34.0","6.0","40.0"
"المجموع","314.0","68.0","382.0","168.0","214.0","382.0","106.0","158.0","65.0","35.0","18.0","382.0","310.0","72.0","382.0"
"الإجمالي- عــد د الأشخاص المصابين حسب الجنس","","","","الإجمالي- عــد د الأشخاص المصابين حسب المكان","","","الإجمالي-عـــد د الأشخاص المصابين حسب العمر","","","","","","الإجمالي-عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","2178.0","419.0","2597.0","1317.0","1280.0","2597.0","379.0","818.0","719.0","410.0","271.0","2597.0","1729.0","868.0","2597.0"
"صفر","2494.0","377.0","2871.0","1431.0","1440.0","2871.0","373.0","939.0","746.0","479.0","334.0","2871.0","1914.0","957.0","2871.0"
"ربيع أول","2426.0","626.0","3052.0","1536.0","1516.0","3052.0","369.0","952.0","846.0","527.0","358.0","3052.0","1933.0","1119.0","3052.0"
"ربيع ثانى","2561.0","419.0","2980.0","1449.0","1531.0","2980.0","438.0","920.0","814.0","495.0","313.0","2980.0","1869.0","1111.0","2980.0"
"جمادى أول","2493.0","523.0","3016.0","1428.0","1588.0","3016.0","401.0","975.0","875.0","501.0","264.0","3016.0","1930.0","1086.0","3016.0"
"جمادى ثانى","2489.0","405.0","2894.0","1375.0","1519.0","2894.0","380.0","927.0","825.0","510.0","252.0","2894.0","1820.0","1074.0","2894.0"
"رجب","2242.0","493.0","2735.0","1237.0","1498.0","2735.0","322.0","887.0","863.0","403.0","260.0","2735.0","1770.0","965.0","2735.0"
"شعبان","2373.0","425.0","2798.0","1410.0","1388.0","2798.0","417.0","894.0","672.0","484.0","331.0","2798.0","1794.0","1004.0","2798.0"
"رمضان","2433.0","411.0","2844.0","1266.0","1578.0","2844.0","424.0","825.0","788.0","485.0","322.0","2844.0","1747.0","1097.0","2844.0"
"شوال","2112.0","436.0","2548.0","1179.0","1369.0","2548.0","429.0","743.0","583.0","484.0","309.0","2548.0","1564.0","984.0","2548.0"
"ذى القعدة","1834.0","305.0","2139.0","1163.0","976.0","2139.0","277.0","605.0","550.0","435.0","272.0","2139.0","1323.0","816.0","2139.0"
"ذى الحجة","2239.0","486.0","2725.0","1284.0","1441.0","2725.0","384.0","881.0","701.0","434.0","325.0","2725.0","1708.0","1017.0","2725.0"
"المجموع","27874.0","5325.0","33199.0","16075.0","17124.0","33199.0","4593.0","10366.0","8982.0","5647.0","3611.0","33199.0","21101.0","12098.0","33199.0"
